,id,address_v4,asn_v4,prefix_v4,address_v6,asn_v6,prefix_v6,country,status,is_public,latitude,longitude,description,Seconds_disconnected,Days_disconnected
592,6275,194.126.158.162,35003,194.126.158.0/23,2001:1578:400:111:1:0:85:1,35003,2001:1578:400::/40,de,Disconnected,Yes,48.1195,11.6005,sys4 AG,991314,11
597,6313,185.138.143.34,203329,185.138.140.0/22,2a07:e80:0:10::2,203329,2a07:e80::/29,de,Connected,Yes,50.1285,8.5975,e-shelter services GmbH,0,0
598,6331,81.169.160.78,6724,81.169.128.0/17,2a01:238:b:f034::78,6724,2a01:238::/29,de,Connected,Yes,52.5175,13.3185,STRATO AG,0,0
599,6332,88.198.173.54,24940,88.198.0.0/16,2a01:4f8:de::54,24940,2a01:4f8::/32,de,Connected,Yes,49.4485,11.0085,warmstart IT-Dienstleistungen,0,0
600,6336,217.198.242.227,2857,217.198.240.0/20,2001:4c80:0:7f0::5001:1,2857,2001:4c80::/32,de,Connected,Yes,49.9905,8.2385,Johannes Gutenberg-Universitae,0,0
601,6346,141.44.3.252,680,141.44.0.0/15,2001:638:90d:bfff::10,680,2001:638::/32,de,Connected,Yes,52.1405,11.6395,Otto-von-Guericke UniversitÃ¤t,0,0
602,6357,31.172.2.253,39138,31.172.0.0/18,2a01:a700:4000::97d,39138,2a01:a700::/29,de,Connected,Yes,51.5205,7.4895,rrbone,0,0
603,6368,31.172.2.249,39138,31.172.0.0/18,2a01:a700:4000::979,39138,2a01:a700::/29,de,Connected,Yes,51.1915,6.8705,rrbone,0,0
604,6372,137.193.69.236,680,137.193.0.0/16,-,-,-,de,Connected,Yes,48.0785,11.6505,Forschungsinstitut CODE,0,0
605,6385,93.190.252.148,21473,93.190.248.0/21,2a00:1e80:8:14::42,21473,2a00:1e80::/32,de,Connected,Yes,49.5095,8.5315,MAnet GmbH,0,0
606,6387,213.206.174.172,21473,213.206.160.0/19,2a02:24d8:7:16::42,21473,2a02:24d8::/32,de,Connected,Yes,49.4305,8.3615,"PfalzKom, Gesellschaft fÃ¼r Tel",0,0
607,6396,195.30.70.33,5539,195.30.0.0/16,2001:608:3:337::1,5539,2001:608::/32,de,Connected,Yes,48.1405,11.5315,SpaceNet AG,0,0
608,6413,83.243.44.55,34549,83.243.40.0/21,2a00:f820:11::2,34549,2a00:f820::/29,de,Connected,Yes,50.1385,8.7375,meerfarbig GmbH & Co. KG,0,0
610,6432,129.13.73.54,34878,129.13.0.0/16,2a00:1398:8:2::10,34878,2a00:1398::/32,de,Connected,Yes,49.0085,8.4085,Karlsruher Institut fÃ¼r Techno,0,0
611,6433,185.120.22.29,206479,185.120.22.0/24,2001:67c:16c8:b978::1,206479,2001:67c:16c8::/48,de,Connected,Yes,50.1385,8.7385,JPBE Network,0,0
612,6439,107.162.218.5,55002,107.162.218.0/24,2604:e180:de03::5,55002,2604:e180:de03::/4,de,Connected,Yes,50.1015,8.5885,F5 Networks,0,0
613,6440,185.171.47.225,205614,185.171.44.0/22,2a0d:1f80:0:6::fefe,205614,2a0d:1f80::/36,de,Disconnected,Yes,50.0975,8.6295,Medialine Eurotrade AG,7448587,86
615,6447,195.16.81.9,35065,195.16.80.0/22,-,-,-,de,Connected,Yes,51.4005,12.3995,Leipziger Messe GmbH,0,0
617,6463,3.121.238.252,16509,3.120.0.0/14,2a05:d014:abd:8300::1650:9,16509,2a05:d014:800::/38,de,Disconnected,Yes,50.1085,8.6805,Amazon Web Services,3746216,43
620,6504,80.252.103.222,8893,80.252.96.0/20,2a00:1f78:af:c::2,8893,2a00:1f78::/32,de,Connected,Yes,53.5495,10.0475,Artfiles GmbH,0,0
621,6507,185.138.55.234,48821,185.138.52.0/22,2a07:a40:101:1337::2,48821,2a07:a40::/29,de,Connected,Yes,51.1905,6.8675,Mauve Mailorder Software GmbH,0,0
623,6531,31.209.92.235,50629,31.209.80.0/20,2a00:c380:1000:2::235,50629,2a00:c380::/32,de,Connected,Yes,53.0775,8.7685,LWLcom GmbH,0,0
624,6534,2.58.52.152,200462,2.58.52.0/23,2a09:e1c0:0:1::152,200462,2a09:e1c0::/32,de,Connected,Yes,50.1095,8.6785,ETH-Services,0,0
625,6535,212.119.5.254,209915,212.119.5.0/24,2a0b:1306:1dc::254,209915,2a0b:1306:1dc::/48,de,Connected,Yes,51.2195,6.8085,Trivago N.V.,0,0
627,6548,212.9.170.190,12374,212.9.160.0/19,2001:14b0:0:18::2,12374,2001:14b0::/32,de,Connected,Yes,48.7115,9.1695,LF.net Netzwerksysteme GmbH,0,0
628,6550,37.202.7.126,15817,37.202.0.0/21,2a03:2a00:0:4::200,15817,2a03:2a00::/29,de,Connected,Yes,52.3775,8.6195,Mittwald CM Service GmbH & Co.,0,0
629,6556,212.29.44.199,15763,212.29.32.0/19,2a03:f580:1006::4,15763,2a03:f580::/32,de,Connected,Yes,51.5005,7.5295,adesso AG,0,0
630,6558,85.197.82.113,25220,85.197.64.0/19,2001:4b38:5:101::10,25220,2001:4b38::/32,de,Connected,Yes,50.1115,8.7395,equada GmbH,0,0
631,6561,45.76.86.163,20473,45.76.80.0/20,2a05:f480:1800:f69:5400:2ff:fe1c:184d,20473,2a05:f480:1800::/3,de,Connected,Yes,50.1175,8.7405,Choopa LLC,0,0
632,6576,185.33.216.12,60316,185.33.216.0/22,2a04:5a00:5a00:10d3:aa::1,60316,2a04:5a00::/29,de,Connected,Yes,51.1905,7.2305,RS Gesellschaft fur Informatio,0,0
633,6579,195.37.209.21,680,195.37.0.0/16,-,-,-,de,Connected,Yes,53.5715,9.9905,"University of Hamburg, Working",0,0
634,6581,185.244.192.10,197540,185.244.192.0/22,2a03:4000:27:579:184b:5fff:fe50:3ee3,197540,2a03:4000::/32,de,Connected,Yes,49.4475,11.0815,netcup GmbH,0,0
635,6589,194.50.94.201,58057,194.50.94.0/24,2a09:4c0:300:c232::5ec9,58057,2a09:4c0:300::/48,de,Connected,Yes,51.2715,6.8215,Securebit AG,0,0
636,6600,185.145.196.198,42263,185.145.196.0/22,2a00:c320:0:3::2,42263,2a00:c320::/32,de,Connected,Yes,50.1275,8.5975,German Edge Cloud GmbH & Co. K,0,0
637,6601,194.50.92.201,58057,194.50.92.0/24,2a09:4c0:303:c232::5cc9,58057,2a09:4c0:303::/48,de,Connected,Yes,50.1375,8.7375,Securebit AG,0,0
639,6679,195.158.60.23,8319,195.158.32.0/19,2001:4cd8:3::23,8319,2001:4cd8::/32,de,Connected,Yes,50.5615,9.6805,NETHINKS GmbH,0,0
640,6683,129.143.66.65,553,129.143.0.0/16,2001:7c0:0:1012::1,553,2001:7c0::/32,de,Connected,Yes,48.7485,9.1115,BelWue-Koordination UniversitÃ¤,0,0
641,6693,78.47.56.73,24940,78.46.0.0/15,2a01:4f8:c0c:36f7::1,24940,2a01:4f8::/32,de,Connected,Yes,49.4485,11.0115,VantaLabs,0,0
642,6708,34.89.240.90,396982,34.89.240.0/20,-,-,-,de,Connected,Yes,50.1115,8.6775,Google,0,0
643,6715,51.89.117.81,16276,51.89.0.0/16,2001:41d0:701:1000::839,16276,2001:41d0::/32,de,Connected,Yes,50.3995,8.0775,OVHcloud,0,0
644,6724,217.243.20.18,3320,217.224.0.0/11,2003:96:e002:d::2,3320,2003::/19,de,Connected,Yes,50.1095,8.6785,Deutsche Telekom AG,0,0
646,6750,62.245.181.100,8767,62.245.128.0/17,2001:a60:91ea:0:5054:ff:fe02:15f4,8767,2001:a60::/29,de,Connected,Yes,48.1875,11.5895,M-net Telekommunikations GmbH,0,0
647,6751,77.220.248.89,62310,77.220.248.0/21,2a02:2878:8000:2:0:1028:0:1,62310,2a02:2878:8000::/3,de,Connected,Yes,52.4475,13.4295,managedhosting.de GmbH,0,0
648,6761,141.28.230.229,553,141.28.0.0/16,2001:7c0:f00:3c03::2,553,2001:7c0::/32,de,Connected,Yes,48.0475,8.2105,Studierendenwerk Freiburg-Schw,0,0
650,6784,207.226.224.236,3491,207.226.224.0/21,2400:8800:3f10:a::4,3491,2400:8800:2000::/3,de,Connected,Yes,50.1095,8.7015,PCCW Global,0,0
651,6787,62.176.249.60,9136,62.176.224.0/19,2a01:581:1:8::4,9136,2a01:580::/29,de,Connected,Yes,52.4305,10.7915,WOBCOM GmbH,0,0
652,6789,93.88.225.55,44973,93.88.224.0/22,2a02:218:2:232::55,44973,2a02:218::/29,de,Connected,Yes,50.0315,10.5215,Rechenzentrum HaÃŸfurt GmbH,0,0
655,6799,45.83.105.192,197540,45.83.104.0/22,2a03:4000:46:70::1,197540,2a03:4000::/32,de,Connected,Yes,49.4515,11.0815,Tobias Sachs,0,0
656,6802,213.131.234.24,61157,213.131.224.0/19,2a02:cbf4:102::20,61157,2a02:cbf4::/32,de,Connected,Yes,51.1885,6.8675,PlusServer GmbH,0,0
657,6806,212.116.14.178,6659,212.116.0.0/19,2a00:74c0:0:2::20,6659,2a00:74c0::/32,de,Connected,Yes,53.7005,9.9875,PlusServer GmbH,0,0
658,6807,194.233.214.2,6659,194.233.192.0/19,2a00:74c0:0:3::20,6659,2a00:74c0::/32,de,Connected,Yes,53.4805,9.9975,PlusServer GmbH,0,0
659,6812,185.86.232.132,56357,185.86.232.0/22,2a00:4700:0:5::4,56357,2a00:4700::/32,de,Connected,Yes,48.2585,11.6675,Technische UniversitÃ¤t MÃ¼nchen,0,0
660,6813,193.141.27.220,202040,193.141.27.0/24,2a04:d140:1::3,202040,2a04:d140::/29,de,Connected,Yes,48.9485,8.3875,SCT Schiele GmbH,0,0
661,6814,80.237.204.24,61157,80.237.200.0/21,2a02:cbf3:0:a::11,61157,2a02:cbf3::/32,de,Connected,Yes,50.9095,7.0575,PlusServer GmbH,0,0
662,6816,91.240.92.5,207306,91.240.92.0/24,2a0a:d880:0:200::5,207306,2a0a:d880::/44,de,Connected,Yes,51.2705,6.8175,Kevin Schmitz IT,0,0
663,6824,77.220.233.1,42699,77.220.224.0/19,2a02:2878:0:a::1077:1,42699,2a02:2878::/32,de,Connected,Yes,51.0395,13.7285,managedhosting.de GmbH,0,0
664,6826,91.190.224.98,42184,91.190.224.0/21,2a02:f08:203:beef::100,42184,2a02:f08::/32,de,Connected,Yes,52.3105,7.4385,tkrz Stadtwerke GmbH,0,0
665,6838,192.44.83.3,680,192.44.82.0/23,2001:638:a004:1002:192:44:83:3,680,2001:638::/32,de,Connected,Yes,49.5715,11.0285,Friedrich-Alexander-UniversitÃ¤,0,0
666,6842,217.197.95.69,29670,217.197.80.0/20,2001:67c:1405:1019::5,29670,2001:67c:1400::/45,de,Connected,Yes,52.5385,13.2395,Individual Network Berlin e.V.,0,0
667,6855,45.9.86.252,35061,45.9.84.0/22,-,-,-,de,Connected,Yes,52.9295,9.2695,Neue Landbuch GmbH & Co Kg,0,0
668,6857,81.91.160.93,8763,81.91.160.0/20,2a02:568:184:100::20,8763,2a02:568::/32,de,Connected,Yes,50.1205,8.7395,DENIC eG,0,0
669,6858,139.19.117.65,680,139.19.0.0/16,2a02:d480:4c0:10a6::1000,680,2a02:d480::/32,de,Connected,Yes,49.2615,7.0395,Max Planck Institut Informatik,0,0
670,6869,45.86.126.73,213392,45.86.126.0/24,2a0c:9a40:8041:0:1337:cafe:babe:aaaf,213392,2a0c:9a40:8040::/4,de,Connected,Yes,50.4815,12.3305,Tom Siewert,0,0
671,6880,87.253.184.92,35258,87.253.184.0/22,2a00:e400:2:1::a,35258,2a00:e400::/29,de,Connected,Yes,53.6075,10.0315,akquinet outsourcing gGmbH,0,0
672,6894,31.172.2.193,39138,31.172.0.0/18,2a01:a700:4000::1021,39138,2a01:a700::/29,de,Connected,Yes,52.4995,13.3715,rrbone GmbH,0,0
673,6900,94.199.91.189,48328,94.199.88.0/22,2a02:7b01:ffe::189,48328,2a02:7b01::/36,de,Connected,Yes,48.0975,11.5975,retarus GmbH,0,0
674,6908,185.149.214.109,680,185.149.212.0/22,2a02:c6a0:2040:b305:100::d,680,2a02:c6a0::/30,de,Connected,Yes,51.9715,7.5975,FH Muenster,0,0
675,6922,81.20.112.23,39835,81.20.112.0/20,2a03:6880:1:205::23,39835,2a03:6880::/32,de,Connected,Yes,51.5485,9.9285,GÃ¶Tel GmbH,0,0
676,6939,185.150.99.5,212567,185.150.99.0/24,2001:678:ed0:ff00::5,212567,2001:678:ed0::/48,de,Connected,Yes,48.2015,11.5885,Freie Netze MÃ¼nchen e.V.,0,0
677,6940,139.162.139.168,63949,139.162.128.0/19,2a01:7e01::f03c:92ff:fedd:1fa2,63949,2a01:7e01::/32,de,Connected,Yes,50.0975,8.6395,ControlD Inc,0,0
678,6941,185.41.106.81,199938,185.41.106.0/24,2a01:55e0:0:2::f00,199938,2a01:55e0::/29,de,Connected,Yes,53.5475,10.0395,Netzwerge GmbH,0,0
679,6967,46.101.130.201,14061,46.101.128.0/17,2a03:b0c0:3:d0::a64:c001,14061,2a03:b0c0:3::/48,de,Connected,Yes,50.1205,8.7405,DigitalOcean,0,0
680,6979,156.154.76.254,12008,156.154.76.0/24,2610:a1:3028:252::254,12008,2610:a1:3028::/48,de,Connected,Yes,50.1215,8.7405,Neustar,0,0
681,6999,193.27.55.25,15451,193.27.48.0/21,2a00:e50:f154:5180::25,15451,2a00:e50::/29,de,Connected,Yes,49.4515,11.0815,DATEV eG,0,0
682,7004,204.11.3.45,34936,204.11.3.0/24,2001:4ba7:0:10::45,34936,2001:4ba7::/48,de,Connected,Yes,51.2695,6.8175,Daniel Niewerth,0,0
683,7006,5.145.135.67,34953,5.145.128.0/20,2a00:fe0:1:111::2,34953,2a00:fe0::/32,de,Connected,Yes,50.7805,6.1275,RelAix Networks GmbH,0,0
684,7012,213.158.113.5,13101,213.158.96.0/19,2a00:12d0:102::5,13101,2a00:12d0::/29,de,Connected,Yes,54.3185,10.1175,TNG Stadtnetz GmbH,0,0
685,7022,185.70.144.118,200567,185.70.144.0/23,2a05:2a80:1::300,200567,2a05:2a80:1::/48,de,Connected,Yes,53.7385,10.0785,Wireless Logic mdex GmbH,0,0
686,7034,89.106.219.238,39702,89.106.216.0/21,2a01:4d80:216:c1::1,39702,2a01:4d80::/32,de,Connected,Yes,48.7095,8.7385,Sparkassen-IT GmbH & Co. KG,0,0
687,7035,37.157.253.244,24961,37.157.248.0/21,2001:4ba0:ffe0:ffff::4,24961,2001:4ba0::/32,de,Connected,Yes,51.2695,6.8185,myLoc managed IT AG,0,0
688,7036,82.98.65.254,12306,82.98.64.0/18,2a02:2e0:2810:a01:d::1,12306,2a02:2e0::/29,de,Connected,Yes,50.1005,8.6285,Plus.line AG,0,0
689,7054,213.182.2.254,12931,213.182.0.0/19,2001:14e0:0:b::a,12931,2001:14e0::/32,de,Connected,Yes,47.7595,10.3195,IDKOM Networks GmbH,0,0
690,7068,194.125.250.102,204035,194.125.250.0/24,2a06:7f80:0:3::102,204035,2a06:7f80::/29,de,Connected,Yes,51.2715,6.8205,oneCorp GmbH,0,0
691,7069,31.172.2.34,39138,31.172.0.0/18,2a01:a700:4000::84a,39138,2a01:a700::/29,de,Connected,Yes,51.5215,7.3705,rrbone,0,0
692,7075,62.154.179.86,3320,62.154.0.0/15,2003:ca:581a::111,3320,2003::/19,de,Connected,Yes,52.5495,13.4205,KÃ¤the-Kollwitz-Gymnasium Berli,0,0
693,7096,93.90.135.201,47295,93.90.128.0/20,2a03:2400::1:1,47295,2a03:2400::/29,de,Connected,Yes,51.1905,14.3515,NTT DATA Business Solutions Gl,0,0
694,7097,141.98.136.85,56381,141.98.136.0/24,2a09:11c0:1200:210:ffff:ffff:8d62:8855,56381,2a09:11c0:1000::/3,de,Connected,Yes,50.1405,8.7415,level66.network UG (haftungsbe,0,0
695,7117,195.191.197.68,59645,195.191.197.0/24,2a06:d1c0:dead:5::68,59645,2a06:d1c0:dead::/4,de,Connected,Yes,51.2705,6.8175,AS59645,0,0
696,7118,85.233.1.54,29505,85.233.0.0/19,2a07:6c40:1:cc::a,29505,2a07:6c40::/29,de,Disconnected,Yes,53.8715,10.6775,TraveNetz GmbH,5476665,63
697,7141,185.201.145.118,29423,185.201.144.0/22,2a06:2380:0:1::10,29423,2a06:2380::/29,de,Connected,Yes,50.1275,8.5995,gridscale.io,0,0
698,7148,185.245.63.36,208976,185.245.63.0/24,2a12:66c0::36,208976,2a12:66c0::/32,de,Connected,Yes,50.1315,8.5795,FS IT-Systeme UG (haftungsbesc,0,0
699,7151,212.62.68.29,8879,212.62.64.0/19,2a00:1348::1d:0:0:1,8879,2a00:1348::/32,de,Connected,Yes,52.1175,8.6495,DTS Systeme GmbH,0,0
700,7152,212.101.201.29,12437,212.101.192.0/19,2a06:7880:2:2:1d::1,12437,2a06:7880::/29,de,Connected,Yes,51.9585,7.6395,DTS Systeme MÃ¼nster GmbH,0,0
701,7156,193.111.213.213,50030,193.111.213.0/24,2001:678:9c0::446:5,50030,2001:678:9c0::/48,de,Connected,Yes,52.5005,13.3695,system.de - System & Project G,0,0
702,7162,185.35.235.249,59790,185.35.232.0/22,-,-,-,de,Connected,Yes,52.8985,9.2805,rohdeIT,0,0
703,7169,194.145.125.9,39063,194.145.125.0/24,2a06:2900:1125::9,39063,2a06:2900:1125::/4,de,Connected,Yes,50.1215,8.7405,Leitwert GmbH,0,0
704,7176,46.19.61.33,47777,46.19.56.0/21,2a00:1b40:5:ca1e:ffff::15,47777,2a00:1b40::/32,de,Connected,Yes,50.1605,8.7405,gridscale.io,0,0
705,7184,185.32.187.206,208722,185.32.187.0/24,2a02:6bf:7000:d::2,208722,2a02:6b8::/29,de,Connected,Yes,50.1095,8.6815,Global DC Oy,0,0
706,7195,85.236.41.237,15456,85.236.32.0/19,2001:4178:3:1339:85:236:41:237,15456,2001:4178::/29,de,Connected,Yes,48.1995,11.5915,InterNetX GmbH,0,0
707,7196,138.124.150.83,24840,138.124.150.0/24,2001:67c:83c:0:ffff::c,24840,2001:67c:83c::/48,de,Connected,Yes,50.1005,8.6315,gridscale.io,0,0
710,10031,87.186.183.26,3320,87.128.0.0/10,2a0c:7280:3000:0:a2f3:c1ff:fec4:5fab,13058,2a0c:7280::/32,de,Connected,Yes,52.5175,13.4085,FMT32 P2,0,0
714,10052,95.130.22.90,13246,95.130.22.0/24,2a02:2940:0:c002:a2f3:c1ff:fec4:406a,13246,2a02:2940::/32,de,Connected,Yes,48.1885,11.5895,-,0,0
715,10061,213.9.44.138,12676,213.9.0.0/17,2a02:4c00:0:4001::2,12676,2a02:4c00::/40,de,Connected,Yes,51.1875,6.8705,HKN GmbH (www.hkn.de),0,0
719,10188,217.245.161.205,3320,217.224.0.0/11,2003:e1:3f07:4304:a2f3:c1ff:fe96:11e3,3320,2003::/19,de,Connected,Yes,48.7015,9.7115,Eislingen / DTAG VDSL 100/40Mb,0,0
720,10214,156.67.141.164,42652,156.67.128.0/20,2a02:6d40:21af:301:a2f3:c1ff:fec4:5c01,42652,2a02:6d40::/32,de,Connected,Yes,49.5095,6.3775,-,0,0
722,10250,91.59.206.231,3320,91.0.0.0/10,2003:c9:c70f:aa00:a2f3:c1ff:fea6:7175,3320,2003::/19,de,Connected,Yes,53.4875,9.9895,ABÃ¶-DTAG,0,0
723,10251,217.74.1.15,12611,217.74.0.0/21,2001:16e0:216:d301:a2f3:c1ff:fea6:60a0,12611,2001:16e0::/29,de,Connected,Yes,49.0175,12.0995,-,0,0
726,10281,24.134.86.77,3209,24.134.0.0/16,-,-,-,de,Connected,Yes,49.2275,11.0915,Gerd's Probe,0,0
728,10293,193.37.151.128,8489,193.37.151.0/24,2a00:19e0:3004:c07:a2f3:c1ff:fec4:5324,25504,2a00:19e0::/29,de,Connected,Yes,50.2285,8.6115,HBR38,0,0
729,10502,195.27.183.53,1273,195.27.0.0/16,-,-,-,de,Connected,Yes,50.1185,8.6775,AS1273 Vodafone fra-rap-1.vfns,0,0
731,10654,94.134.115.28,8881,94.134.115.0/24,2001:16b8:3933:4f00:fa1a:67ff:fe4d:76eb,8881,2001:16b8:3900::/4,de,Connected,Yes,51.3295,7.9995,-,0,0
733,10738,91.18.223.8,3320,91.0.0.0/10,2003:ed:171d:4900:fa1a:67ff:fe4d:860a,3320,2003::/19,de,Connected,Yes,49.7915,9.6185,"250/40 MBit, 1&1",0,0
737,10811,93.242.163.172,3320,93.192.0.0/10,2003:6:21d4:b2cc:a2f3:c1ff:fe9c:a1f9,3320,2003::/19,de,Connected,Yes,52.5275,13.8675,Bln::Strausberg,0,0
739,10826,217.230.33.121,3320,217.224.0.0/11,2003:cb:1704:f000:fa1a:67ff:fe4d:750f,3320,2003::/19,de,Connected,Yes,50.0005,8.8785,-,0,0
740,10838,-,-,-,2a02:8106:8:670c:fa1a:67ff:fe4d:7512,3209,2a02:8100::/27,de,Connected,Yes,52.5115,13.2685,L27.BER,0,0
742,10864,91.8.31.149,3320,91.0.0.0/10,2003:e6:f36:c7c0:a2f3:c1ff:fec4:4855,3320,2003::/19,de,Connected,Yes,49.8595,8.5505,-,0,0
746,10915,91.220.244.46,61967,91.220.244.0/24,2a04:1600:ff:0:fa1a:67ff:fe4d:7489,61967,2a04:1600::/29,de,Connected,Yes,49.0495,8.5275,telematis.de,0,0
747,10920,145.224.73.186,14593,145.224.72.0/21,-,-,-,de,Connected,Yes,48.3375,10.4485,-,0,0
749,10976,-,-,-,2a0a:a548:a18a:1:fa1a:67ff:fe52:e518,8422,2a0a:a540::/28,de,Connected,Yes,50.9705,6.9005,-,0,0
752,11059,91.12.100.180,3320,91.0.0.0/10,2003:cb:c715:7800:fa1a:67ff:fe4d:82e5,3320,2003::/19,de,Connected,Yes,48.1215,11.6095,-,0,0
753,11069,79.201.36.196,3320,79.192.0.0/10,2003:df:9f15:df00:fa1a:67ff:fe4d:7f1e,3320,2003::/19,de,Connected,Yes,49.8815,11.0205,-,0,0
756,11106,188.192.212.125,3209,188.192.0.0/14,2a02:810d:a80:38bc:fa1a:67ff:fe4d:732b,3209,2a02:8100::/27,de,Connected,Yes,48.0505,10.4975,Home,0,0
757,11135,195.253.30.239,15763,195.253.30.0/24,2a03:f580:81bc:fc00:fa1a:67ff:fe4d:751c,15763,2a03:f580::/32,de,Connected,Yes,51.5095,7.4685,DOKOM21 RIPE Atlas Probe #2,0,0
758,11150,212.29.34.210,15763,212.29.32.0/19,2a03:f580:7004:10:212:29:34:210,15763,2a03:f580::/32,de,Connected,Yes,51.4975,7.5295,DOKOM21 RIPE Atlas Probe #1,0,0
759,11158,109.43.178.58,3209,109.40.0.0/14,-,-,-,de,Connected,Yes,47.7615,7.5695,Parnassos,0,0
760,11166,193.22.2.99,28748,193.22.2.0/24,2001:650::fa1a:67ff:fe52:e529,28748,2001:650::/29,de,Connected,Yes,50.9005,10.8805,AlphaCron - RIPE Atlas Probe,0,0
761,11176,78.35.59.95,8422,78.34.0.0/15,2001:4dd7:e2c0:0:fa1a:67ff:fe4d:85fc,8422,2001:4dd0::/29,de,Connected,Yes,50.7405,7.1005,-,0,0
763,11185,139.18.11.1,680,139.18.0.0/16,2001:638:902:2000:fa1a:67ff:fe4d:76ab,680,2001:638::/32,de,Connected,Yes,51.3395,12.3815,-,0,0
771,11285,31.172.112.66,60955,31.172.112.0/23,2a04:2200:bad:e00::66,60955,2a04:2200::/32,de,Connected,Yes,49.4095,11.1315,-,0,0
772,11288,93.132.155.157,6805,93.128.0.0/13,-,-,-,de,Connected,Yes,50.7015,7.0515,Troles,0,0
774,11299,62.226.21.19,3320,62.224.0.0/14,-,-,-,de,Disconnected,Yes,51.4615,7.9815,atlas.fundm.eu,418538,4
778,11421,178.7.211.140,3209,178.0.0.0/12,fd00::fa1a:67ff:fe4d:7d69,-,-,de,Connected,Yes,52.2675,10.4985,matrixelement,0,0
779,11463,134.155.48.39,553,134.155.0.0/16,-,-,-,de,Connected,Yes,49.4785,8.4705,radioaktiv @ uni-ma,0,0
782,11616,208.69.33.79,36692,208.69.33.0/24,-,-,-,de,Connected,Yes,50.1405,8.7375,Frankfurt,0,0
785,11656,-,-,-,2a02:8106:20c:9700:fa1a:67ff:fe4d:7197,3209,2a02:8100::/27,de,Disconnected,Yes,49.2105,10.6195,-,7096602,82
787,11707,92.117.230.85,8881,92.117.224.0/19,2001:9e8:3026:d600:fa1a:67ff:fe52:f306,8881,2001:9e8:2000::/35,de,Connected,Yes,49.0005,8.4675,IONOS Burner,0,0
793,11815,2.201.137.231,3209,2.200.0.0/13,-,-,-,de,Connected,Yes,53.5695,9.9475,spalanzani,0,0
797,11863,31.16.226.171,3209,31.16.0.0/14,2a02:8108:3e40:ff0:fa1a:67ff:fe4d:78f7,3209,2a02:8100::/27,de,Connected,Yes,53.3485,10.2205,RIPE-Probe001,0,0
804,11942,185.21.165.3,60351,185.21.164.0/22,2a00:8140:1000:2::2,60351,2a00:8140:1000::/3,de,Connected,Yes,49.2785,7.1095,Geib IT DC (IGB),0,0
805,11952,91.60.28.57,3320,91.0.0.0/10,2003:c3:672d:3701:a2f3:c1ff:fec4:5dd7,3320,2003::/19,de,Connected,Yes,50.9385,11.5595,250MBit/s Telekom DSL,0,0
807,11974,84.176.229.45,3320,84.128.0.0/10,2003:e5:1717:4400:a2f3:c1ff:fec4:491f,3320,2003::/19,de,Connected,Yes,50.7195,7.0205,Wolfram's V3 Probe,0,0
808,11990,5.61.175.72,58243,5.61.168.0/21,-,-,-,de,Connected,Yes,52.5075,13.4415,Ansi Home,0,0
812,12028,87.139.198.61,3320,87.128.0.0/10,2003:a:c45:f600:a2f3:c1ff:fec4:5dce,3320,2003::/19,de,Connected,Yes,52.5115,13.4485,-,0,0
815,12038,92.117.203.79,8881,92.117.192.0/19,2001:9e8:a1a4:2c00:a2f3:c1ff:fec4:48d7,8881,2001:9e8:a000::/35,de,Connected,Yes,49.3715,8.2485,A8881 1&1 Versatel  VDSL 50/10,0,0
819,12092,91.48.156.130,3320,91.0.0.0/10,2003:c7:7f0a:f501:a2f3:c1ff:fec4:49b2,3320,2003::/19,de,Connected,Yes,47.7085,9.5515,AS3320 Telekom VDSL 200/40 [IP,0,0
823,12117,62.226.140.10,3320,62.224.0.0/14,-,-,-,de,Connected,Yes,49.9405,8.9075,Hergershausen,0,0
824,12118,80.187.109.139,3320,80.187.0.0/16,-,-,-,de,Connected,Yes,51.2015,9.7275,T-Com; ADSL 16M/1M,0,0
825,12125,212.12.62.93,9211,212.12.56.0/21,-,-,-,de,Disconnected,Yes,53.5495,9.9885,-,878636,10
828,12177,80.132.149.7,3320,80.128.0.0/12,-,-,-,de,Connected,Yes,50.9605,9.7605,-,0,0
829,12211,81.173.192.100,8422,81.173.128.0/17,2001:4dd0:200:402::8422,8422,2001:4dd0::/32,de,Connected,Yes,50.9375,6.8875,-,0,0
832,12239,84.133.46.70,3320,84.128.0.0/10,2003:e7:ef1b:3f00:a2f3:c1ff:fec4:5ed6,3320,2003::/19,de,Connected,Yes,48.7415,9.0885,T-DSL @ Stuttgart - Vaihingen,0,0
834,12264,89.247.173.222,8881,89.247.160.0/20,2001:9e8:213:0:a2f3:c1ff:fec4:5e03,8881,2001:9e8::/35,de,Connected,Yes,52.4695,13.4205,Homenode,0,0
835,12298,93.227.177.70,3320,93.192.0.0/10,2003:fc:d70d:b42:a2f3:c1ff:fec4:49bd,3320,2003::/19,de,Connected,Yes,52.5415,13.4015,-,0,0
840,12583,185.66.194.84,201701,185.66.194.0/24,2a03:2260:2342:100:fa1a:67ff:fe4d:8685,201701,2a03:2260:2000::/3,de,Connected,Yes,51.7085,8.7715,FF-U-Probe,0,0
841,12707,188.174.172.229,8767,188.174.0.0/16,2001:a61:10a0:5101:fa1a:67ff:fe4d:8818,8767,2001:a60::/29,de,Connected,Yes,48.1405,11.5775,End customer behind M-Net ADSL,0,0
